id,profile_url,name,first_name,company,profile_url.1,company_website,headline,about_snippet,location,industry,employee_count,quality_score,icp_score,icp_signal_type,signal_text,source,scrapin_profile_json,scrapin_fetched_at,posts_data,inferred_pain_points,msg_connection_note,msg_first_dm,msg_followup_day7,msg_followup_day14,msg_followup_day21,msg_followup_day28,pipeline_stage,enrichment_status,created_at,updated_at,msg_word_count_note,msg_word_count_dm
ae63c050-4a37-4b01-a8ac-d4d85061d20d,https://www.linkedin.com/in/agolubev,Artem Golubev,Artem,testRigor,https://www.linkedin.com/in/agolubev,https://testrigor.com,Founder/CEO at testRigor (YC S21),Executable specifications in English for test automation,United States,"Developer Tools, SaaS",25.0,,100,,Executable specifications in English for test automation. testRigor is an executable specifications engine to help companies to empower their manual QA to be able to build automation 15X than QA engineers and spend 200X less time maintaining the code,YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~25 people) with increasing coordination complexity","Artem, saw how testRigor is scaling. What you're building at testRigor looks interesting. Curious how you're managing keeping engineers focused on building?","Artem, spent time on testRigor's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Artem, not trying to be pushy — just thinking about testRigor's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Artem, one more thought: testRigor is solving what you're building at testRigor — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Artem, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for testRigor.","Artem, last note from me — leaving the door open whenever the timing works. Loved what you're building at testRigor.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,22,39
787e5edc-aaaa-4274-8fd4-2df617020b3e,https://www.linkedin.com/in/carloslauv,Carlos Lau,Carlos,Kurios,https://www.linkedin.com/in/carloslauv,https://www.kurios.la/,Founder/CEO at Kurios (YC S21),Cohort-based online courses for professionals in Latin America,United States,Technology,10.0,,100,,Cohort-based online courses for professionals in Latin America. Kurios is cohort based online courses for professionals in Latin America,YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~10 people) with increasing coordination complexity","Carlos, saw how Kurios is scaling. What you're building at Kurios looks interesting. Curious how you're managing product delivery?","Carlos, spent time on Kurios's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Carlos, not trying to be pushy — just thinking about Kurios's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Carlos, one more thought: Kurios is solving what you're building at Kurios — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Carlos, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Kurios.","Carlos, last note from me — leaving the door open whenever the timing works. Loved what you're building at Kurios.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
1f60dcaf-5318-4c85-8a68-72894b803541,https://www.linkedin.com/in/simar1,Simarpreet Singh,Simarpreet,SockSoho,https://www.linkedin.com/in/simar1,https://socksoho.com,Founder/CEO at SockSoho (YC S20),Building world's largest men fashion brand powered by technology,United States,E-commerce,22.0,,100,,Building world's largest men fashion brand powered by technology. SockSoho is India's largest DTC sock brand,YC S20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~22 people) with increasing coordination complexity","Simarpreet, saw how SockSoho is scaling. What you're building at SockSoho looks interesting. Curious how you're managing product delivery?","Simarpreet, spent time on SockSoho's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Simarpreet, not trying to be pushy — just thinking about SockSoho's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Simarpreet, one more thought: SockSoho is solving what you're building at SockSoho — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Simarpreet, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for SockSoho.","Simarpreet, last note from me — leaving the door open whenever the timing works. Loved what you're building at SockSoho.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
c8ce43a7-97eb-4eba-8606-77437429e9ef,https://www.linkedin.com/in/angelokh,Angelo (KC) Huang,Angelo,Swif.ai,https://www.linkedin.com/in/angelokh,https://www.swif.ai,Founder/CEO at Swif.ai (YC S20),The guardrail for AI on every device,United States,"SaaS, B2B, Enterprise",20.0,,100,,The guardrail for AI on every device. Swif,YC S20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~20 people) with increasing coordination complexity","Angelo, saw how Swif.ai is scaling. What you're building at Swif.ai looks interesting. Curious how you're managing keeping engineers focused on building?","Angelo, spent time on Swif.ai's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Angelo, not trying to be pushy — just thinking about Swif.ai's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Angelo, one more thought: Swif.ai is solving what you're building at Swif.ai — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Angelo, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Swif.ai.","Angelo, last note from me — leaving the door open whenever the timing works. Loved what you're building at Swif.ai.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,22,39
63537dff-61ef-4c17-b691-734cac12a1a0,https://www.linkedin.com/in/andrew-yan-200,Andrew Yan,Andrew,AthenaHQ,https://www.linkedin.com/in/andrew-yan-200,https://www.athenahq.ai,Co-Founder @ AthenaHQ,Get Your Brand Discovered on AI Search.,United States,"B2B, Marketing",,,100,,YC Winter 2025 company — Get Your Brand Discovered on AI Search.,YC Winter 2025,,,,"No dedicated PM — Andrew is managing product + engineering + ops | Engineers pulled into product decisions, slowing shipping velocity | Roadmap priorities unclear — features chosen by whoever shouts loudest","Andrew, saw how AthenaHQ is scaling. What you're building at AthenaHQ looks interesting. Curious how you're managing product delivery?","Andrew, spent time on AthenaHQ's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Andrew, not trying to be pushy — just thinking about AthenaHQ's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Andrew, one more thought: AthenaHQ is solving what you're building at AthenaHQ — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Andrew, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for AthenaHQ.","Andrew, last note from me — leaving the door open whenever the timing works. Loved what you're building at AthenaHQ.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
a86325d0-391f-4c32-afb5-2ae4e8197e48,https://www.linkedin.com/in/joybroto-ganguly-antwak,Joybroto Ganguly,Joybroto,AntWalk,https://www.linkedin.com/in/joybroto-ganguly-antwak,https://www.antwalk.com/,Founder/CEO at AntWalk (YC W22),An employee up-skilling platform for fast growing companies,United States,Enterprise,50.0,,100,,An employee up-skilling platform for fast growing companies. An up-skilling platform that empowers teams with continuous learning tracks to equip them with the right skills at the right time,YC W22,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~50 people) with increasing coordination complexity","Joybroto, saw how AntWalk is scaling. What you're building at AntWalk looks interesting. Curious how you're managing product delivery?","Joybroto, spent time on AntWalk's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Joybroto, not trying to be pushy — just thinking about AntWalk's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Joybroto, one more thought: AntWalk is solving what you're building at AntWalk — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Joybroto, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for AntWalk.","Joybroto, last note from me — leaving the door open whenever the timing works. Loved what you're building at AntWalk.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
5d8eec90-5f50-473e-aa0f-67c4aefb1e47,https://www.linkedin.com/in/dawnho,Dawn Ho,Dawn,Seam,https://www.linkedin.com/in/dawnho,https://seam.co,Founder/CEO at Seam (YC S20),API for IoT Devices,United States,"Developer Tools, API",25.0,,100,,"API for IoT Devices. Seam lets developers connect and control 3rd-party connected devices like door locks, thermostats, and more",YC S20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~25 people) with increasing coordination complexity","Dawn, saw how Seam is scaling. What you're building at Seam looks interesting. Curious how you're managing keeping engineers focused on building?","Dawn, spent time on Seam's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Dawn, not trying to be pushy — just thinking about Seam's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Dawn, one more thought: Seam is solving what you're building at Seam — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Dawn, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Seam.","Dawn, last note from me — leaving the door open whenever the timing works. Loved what you're building at Seam.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,22,39
4553ce91-ac42-4757-ae77-11549799f3a5,https://www.linkedin.com/in/nunziomartinello,Nunzio Martinello,Nunzio,Akiflow,https://www.linkedin.com/in/nunziomartinello,https://akiflow.com,Founder/CEO at Akiflow (YC S20),All your tasks and calendars into an AI-powered productivity app,United States,Productivity,18.0,,100,,"All your tasks and calendars into an AI-powered productivity app. Akiflow is an AI-powered productivity app, integrating tasks + calendars and an AI executive assistant",YC S20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~18 people) with increasing coordination complexity","Nunzio, saw how Akiflow is scaling. What you're building at Akiflow looks interesting. Curious how you're managing product delivery?","Nunzio, spent time on Akiflow's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Nunzio, not trying to be pushy — just thinking about Akiflow's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Nunzio, one more thought: Akiflow is solving what you're building at Akiflow — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Nunzio, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Akiflow.","Nunzio, last note from me — leaving the door open whenever the timing works. Loved what you're building at Akiflow.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
b39bc938-c999-458c-b13d-fedcd3c13c43,https://www.linkedin.com/in/lxcid,Stan Chang,Stan,Taskade,https://www.linkedin.com/in/lxcid,https://www.taskade.com,Founder/CEO at Taskade (YC S19),One prompt. One app. One living workspace for teams.,United States,"SaaS, B2B, Collaboration",14.0,,100,,One prompt. One app. One living workspace for teams.. Taskade is the execution layer for ideas,YC S19,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~14 people) with increasing coordination complexity","Stan, saw how Taskade is scaling. What you're building at Taskade looks interesting. Curious how you're managing product delivery?","Stan, spent time on Taskade's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Stan, not trying to be pushy — just thinking about Taskade's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Stan, one more thought: Taskade is solving what you're building at Taskade — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Stan, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Taskade.","Stan, last note from me — leaving the door open whenever the timing works. Loved what you're building at Taskade.",Found,migrated,2026-03-11 17:25:10.749209+00:00,2026-03-11 17:25:10.749209+00:00,19,36
04716697-4a54-46c9-92a5-dafd085b21d0,https://www.linkedin.com/in/henriklangeland,Henrik Langeland,Henrik,Enode,https://www.linkedin.com/in/henriklangeland,http://www.enode.com,Founder/CEO at Enode (YC W21),An API for electric vehicles and other energy hardware (DERs),United States,API,40.0,,100,,"An API for electric vehicles and other energy hardware (DERs). Enode’s APIs enable you to instantly connect users’ energy devices — including EVs, solar inverters, home batteries and thermostats — to your app",YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~40 people) with increasing coordination complexity","Henrik, saw how Enode is scaling. What you're building at Enode looks interesting. Curious how you're managing keeping engineers focused on building?","Henrik, spent time on Enode's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Henrik, not trying to be pushy — just thinking about Enode's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Henrik, one more thought: Enode is solving what you're building at Enode — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Henrik, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Enode.","Henrik, last note from me — leaving the door open whenever the timing works. Loved what you're building at Enode.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,22,39
9c997920-fdb1-409d-856c-0d076f1c395b,https://www.linkedin.com/in/abhishekkankani,Abhishek Kankani,Abhishek,Dyte,https://www.linkedin.com/in/abhishekkankani,https://dyte.io,Founder/CEO at Dyte (YC W21),"Real-time audio & video SDKs, ready to launch 🚀",United States,API,45.0,,100,,"Real-time audio & video SDKs, ready to launch 🚀. Integrate live video calls with Dyte Video SDK with less than 10 lines of code",YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~45 people) with increasing coordination complexity","Abhishek, saw how Dyte is scaling. What you're building at Dyte looks interesting. Curious how you're managing product delivery?","Abhishek, spent time on Dyte's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Abhishek, not trying to be pushy — just thinking about Dyte's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Abhishek, one more thought: Dyte is solving what you're building at Dyte — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Abhishek, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Dyte.","Abhishek, last note from me — leaving the door open whenever the timing works. Loved what you're building at Dyte.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
ab52b3f7-45aa-41ec-806b-f3e59b7c5ac9,https://www.linkedin.com/in/alikhajeh1,Ali Khajeh-Hosseini,Ali,Infracost,https://www.linkedin.com/in/alikhajeh1,https://infracost.io,Founder/CEO at Infracost (YC W21),Shift FinOps Left: Proactively Find & Fix Cloud Cost Issues,United States,"Developer Tools, B2B",20.0,,100,,Shift FinOps Left: Proactively Find & Fix Cloud Cost Issues. Infracost shifts cloud costs left and makes FinOps proactive,YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~20 people) with increasing coordination complexity","Ali, saw how Infracost is scaling. What you're building at Infracost looks interesting. Curious how you're managing product delivery?","Ali, spent time on Infracost's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Ali, not trying to be pushy — just thinking about Infracost's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Ali, one more thought: Infracost is solving what you're building at Infracost — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Ali, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Infracost.","Ali, last note from me — leaving the door open whenever the timing works. Loved what you're building at Infracost.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
cf114d6c-c946-4c54-b97a-6661856dd52d,https://www.linkedin.com/in/tomhacohen,Tom Hacohen,Tom,Svix,https://www.linkedin.com/in/tomhacohen,https://www.svix.com,Founder/CEO at Svix (YC W21),"Enterprise ready webhooks service, open-source and in the cloud",United States,"Developer Tools, API",12.0,,100,,"Enterprise ready webhooks service, open-source and in the cloud. Svix is the enterprise ready and open source webhooks service",YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~12 people) with increasing coordination complexity","Tom, saw how Svix is scaling. What you're building at Svix looks interesting. Curious how you're managing product delivery?","Tom, spent time on Svix's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Tom, not trying to be pushy — just thinking about Svix's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Tom, one more thought: Svix is solving what you're building at Svix — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Tom, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Svix.","Tom, last note from me — leaving the door open whenever the timing works. Loved what you're building at Svix.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
38d266ba-d841-4b50-8764-9b1aa77deb3d,https://www.linkedin.com/in/gbayomi,Gabriel Bayomi Kalejaiye,Gabriel,Openlayer,https://www.linkedin.com/in/gbayomi,https://openlayer.com,Founder/CEO at Openlayer (YC S21),The fastest way to ship airtight AI,United States,"Developer Tools, Machine Learning, AI",19.0,,100,,The fastest way to ship airtight AI. Openlayer is the governance platform for AI applications,YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~19 people) with increasing coordination complexity","Gabriel, saw how Openlayer is scaling. What you're building at Openlayer looks interesting. Curious how you're managing product delivery?","Gabriel, spent time on Openlayer's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Gabriel, not trying to be pushy — just thinking about Openlayer's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Gabriel, one more thought: Openlayer is solving what you're building at Openlayer — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Gabriel, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Openlayer.","Gabriel, last note from me — leaving the door open whenever the timing works. Loved what you're building at Openlayer.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
a8a23a3e-7b54-4d66-bd0d-daa08d32a545,https://www.linkedin.com/in/miladmalek,Milad Malek,Milad,Dart,https://www.linkedin.com/in/miladmalek,https://www.dartai.com,Founder/CEO at Dart (YC W22),The only truly AI-native project management tool,United States,"Artificial Intelligence, B2B, Productivity",10.0,,100,,"The only truly AI-native project management tool. Dart is a fully-featured project management tool that lets you chat with AI to create tasks, plan roadmaps, generate reports, and handle any other PM work",YC W22,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~10 people) with increasing coordination complexity | Unclear product roadmap — too many ideas competing for limited engineering time","Milad, saw the PM search at Dart. What you're building at Dart looks interesting. Curious how you're managing roadmap ownership?","Milad, spent time on Dart's product — genuinely interesting problem space. How are you currently handling roadmap ownership as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Milad, not trying to be pushy — just thinking about Dart's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Milad, one more thought: Dart is solving what you're building at Dart — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Milad, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Dart.","Milad, last note from me — leaving the door open whenever the timing works. Loved what you're building at Dart.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,20,36
7a850bd5-0dc6-4975-aa8b-41078857017e,https://www.linkedin.com/in/alexvboe,Alexander von Boetticher,Alexander,Cogram,https://www.linkedin.com/in/alexvboe,https://cogram.com,Founder/CEO at Cogram (YC W22),"The AI Platform for Architects, Builders, and Engineers",United States,"Artificial Intelligence, B2B",15.0,,100,,"The AI Platform for Architects, Builders, and Engineers. Cogram is an AI platform for the architecture, engineering, and construction (AEC) industry",YC W22,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~15 people) with increasing coordination complexity","Alexander, saw how Cogram is scaling. What you're building at Cogram looks interesting. Curious how you're managing keeping engineers focused on building?","Alexander, spent time on Cogram's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Alexander, not trying to be pushy — just thinking about Cogram's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Alexander, one more thought: Cogram is solving what you're building at Cogram — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Alexander, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Cogram.","Alexander, last note from me — leaving the door open whenever the timing works. Loved what you're building at Cogram.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,22,39
1f63e976-35ec-49ad-a729-3c246ef7e935,https://www.linkedin.com/in/robakidzeana,Ana Robakidze,Ana,Theneo,https://www.linkedin.com/in/robakidzeana,https://theneo.io,Founder/CEO at Theneo (YC W22),Stripe-like API Docs in just a few clicks,United States,"Artificial Intelligence, Developer Tools, API",21.0,,100,,Stripe-like API Docs in just a few clicks. Next-Gen API Documentation with AI Brilliance,YC W22,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~21 people) with increasing coordination complexity","Ana, saw how Theneo is scaling. What you're building at Theneo looks interesting. Curious how you're managing product delivery?","Ana, spent time on Theneo's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Ana, not trying to be pushy — just thinking about Theneo's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Ana, one more thought: Theneo is solving what you're building at Theneo — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Ana, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Theneo.","Ana, last note from me — leaving the door open whenever the timing works. Loved what you're building at Theneo.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
9a17de98-5b24-4cd0-9cb2-fd407a30f95e,https://www.linkedin.com/in/james-evans-7086b3126,James Evans,James,Command AI,https://www.linkedin.com/in/james-evans-7086b3126,https://command.ai,Founder/CEO at Command AI (YC S20),AI-powered user assistance platform,United States,"SaaS, B2B",35.0,,100,,"AI-powered user assistance platform. At Command AI, we believe in a world where the internet “just works” for every visitor, customer, and user",YC S20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~35 people) with increasing coordination complexity","James, saw how Command AI is scaling. What you're building at Command AI looks interesting. Curious how you're managing product delivery?","James, spent time on Command AI's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","James, not trying to be pushy — just thinking about Command AI's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","James, one more thought: Command AI is solving what you're building at Command AI — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","James, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Command AI.","James, last note from me — leaving the door open whenever the timing works. Loved what you're building at Command AI.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,21,37
7d31e21a-9682-4911-b4f9-5b3ce0d33a80,https://www.linkedin.com/in/quinwills,Quin Wills,Quin,Ochre Bio,https://www.linkedin.com/in/quinwills,https://www.ochre-bio.com/,Founder/CEO at Ochre Bio (YC W20),RNA medicines for liver diseases,United States,Technology,50.0,,100,,RNA medicines for liver diseases. Ochre Bio is a biotechnology company developing RNA medicines for chronic liver diseases,YC W20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~50 people) with increasing coordination complexity","Quin, saw how Ochre Bio is scaling. What you're building at Ochre Bio looks interesting. Curious how you're managing keeping engineers focused on building?","Quin, spent time on Ochre Bio's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Quin, not trying to be pushy — just thinking about Ochre Bio's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Quin, one more thought: Ochre Bio is solving what you're building at Ochre Bio — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Quin, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Ochre Bio.","Quin, last note from me — leaving the door open whenever the timing works. Loved what you're building at Ochre Bio.",Found,migrated,2026-03-11 17:25:10.749209+00:00,2026-03-11 17:25:10.749209+00:00,24,40
d4158100-e07c-4bc2-80db-82fb0d5dd713,https://www.linkedin.com/in/davidaeberle,David Eberle,David,Typewise,https://www.linkedin.com/in/davidaeberle,https://typewise.app,Founder/CEO at Typewise (YC S22),Boosting customer service and sales productivity by 2-3x.,United States,"Artificial Intelligence, B2B, Productivity",12.0,,100,,Boosting customer service and sales productivity by 2-3x.. Typewise is an AI-first customer service platform where orchestrated agents resolve requests end-to-end by taking real actions across your stack,YC S22,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~12 people) with increasing coordination complexity","David, saw how Typewise is scaling. What you're building at Typewise looks interesting. Curious how you're managing product delivery?","David, spent time on Typewise's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","David, not trying to be pushy — just thinking about Typewise's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","David, one more thought: Typewise is solving what you're building at Typewise — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","David, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Typewise.","David, last note from me — leaving the door open whenever the timing works. Loved what you're building at Typewise.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,19,36
8a6129a0-5f76-42af-bb97-d7a4585cf358,https://www.linkedin.com/in/ellsonchen,Yihsuan Chen,Yihsuan,Union Apartment,https://www.linkedin.com/in/ellsonchen,http://www.unionapt.live,Founder/CEO at Union Apartment (YC W19),"Furnished Co-living Apartments for International Students, here in…",United States,Technology,12.0,,100,,"Furnished Co-living Apartments for International Students, here in…",YC W19,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~12 people) with increasing coordination complexity","Yihsuan, saw how Union Apartment is scaling. What you're building at Union Apartment looks interesting. Curious how you're managing product delivery?","Yihsuan, spent time on Union Apartment's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Yihsuan, not trying to be pushy — just thinking about Union Apartment's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Yihsuan, one more thought: Union Apartment is solving what you're building at Union Apartment — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Yihsuan, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Union Apartment.","Yihsuan, last note from me — leaving the door open whenever the timing works. Loved what you're building at Union Apartment.",Found,migrated,2026-03-11 17:25:01.558574+00:00,2026-03-11 17:25:01.558574+00:00,21,37
